name,hp,atk,def,spa,spd,spe,weight,height,formats,generation,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes
Buneary,55,66,44,44,56,85,5.5,0.4,ZU,DP,0,1,0,0,0,1,1,3,0,0,0,2,0,0,3,1,2,0,0,1,15,10,7,4,3,1,10,10,9,2.0,6,6,5,5,3,3,2,6,5,5,5,4,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ZU,0
Lopunny,65,76,84,54,96,105,33.3,1.2,ZU,DP,0,1,0,0,0,1,1,3,0,0,0,2,3,0,3,1,2,0,0,2,21,13,10,6,5,2,11,11,9,2.0,10,10,9,8,6,5,2,7,6,6,6,5,4.0,4.0,2.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,16.666666666666664,0,ZU,0
Stunky,63,63,47,41,41,74,19.2,0.4,ZU,DP,0,1,0,4,0,1,2,7,0,1,0,0,0,1,4,2,0,0,0,0,13,10,6,5,4,0,8,8,5,1.0,7,7,7,6,6,5,3,6,5,5,5,4,2.0,2.0,1.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Skuntank,103,93,67,71,61,84,38.0,1.0,PU,DP,1,1,0,4,0,1,2,7,0,1,0,0,0,1,4,2,0,0,0,0,15,11,7,6,5,0,9,9,6,1.0,9,9,9,8,6,5,3,6,5,5,5,5,3.0,3.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Bronzor,57,24,86,24,86,23,60.5,0.5,ZU,DP,0,4,0,8,1,1,2,10,2,0,0,0,0,0,3,0,0,0,0,1,7,6,4,3,2,1,5,5,3,1.0,9,8,8,7,5,5,2,6,6,6,5,3,2.0,2.0,2.0,1.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,1,ZU,0
Bronzong,67,89,116,79,116,33,187.0,1.3,RU,DP,3,4,0,8,1,1,2,10,2,0,0,0,0,0,3,0,0,0,0,2,12,10,8,6,5,1,7,7,6,2.0,9,8,8,7,5,5,2,6,6,6,5,4,3.0,3.0,3.0,2.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,1,NU,2
Bonsly,50,80,95,10,45,10,15.0,0.5,ZU,DP,0,5,0,4,0,0,1,-1,2,0,0,0,0,0,3,2,0,0,0,1,14,11,5,3,2,0,5,5,5,1.0,1,1,1,1,1,1,0,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,ZU,0
Happiny,100,5,5,15,65,30,24.4,0.6,ZU,DP,0,1,0,0,0,1,1,3,0,0,0,1,0,0,2,0,2,0,0,1,5,3,2,1,0,0,3,2,2,1.0,9,8,7,7,5,4,3,9,8,7,7,4,2.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,60.0,0,ZU,0
Spiritomb,50,92,108,92,108,35,108.0,1.0,PU,DP,1,1,0,1,0,3,2,12,0,0,1,0,0,0,4,2,0,0,0,0,6,4,2,2,2,1,4,4,3,2.0,10,9,7,6,5,3,1,9,8,8,8,4,2.0,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,ZU,0
Gible,58,70,45,40,45,42,20.5,0.7,ZU,DP,0,2,1,3,0,1,2,3,2,0,0,0,0,0,2,0,0,0,0,1,15,13,7,7,3,2,10,10,5,2.0,7,6,6,6,5,4,3,4,4,4,4,3,2.0,2.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,80.0,0,ZU,0
Gabite,68,90,65,50,55,82,56.0,1.4,ZU,DP,0,2,1,3,0,1,2,3,2,0,0,0,0,0,2,0,0,0,0,1,15,13,7,7,3,2,10,10,5,2.0,7,6,6,6,5,4,3,4,4,4,4,3,2.0,2.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,80.0,0,ZU,0
Garchomp,108,130,95,80,85,102,95.0,1.9,OU,DP,5,2,1,3,0,1,2,3,2,0,0,0,0,0,4,0,0,0,0,1,22,18,11,10,5,2,13,13,9,2.0,8,7,7,7,6,4,3,5,5,5,5,5,3.0,3.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,80.0,0,OU,5
Munchlax,135,85,40,40,85,5,105.0,0.6,ZU,DP,0,1,0,0,0,1,1,3,0,0,0,0,0,0,3,0,0,0,0,2,20,15,10,6,1,1,12,11,10,3.0,13,12,11,10,9,7,6,9,8,8,8,8,5.0,5.0,1.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,ZU,0
Riolu,40,70,40,35,40,60,20.2,0.7,ZU,DP,0,3,0,3,0,0,1,0,0,0,0,0,0,0,4,3,2,0,0,0,22,14,11,8,6,2,14,14,11,2.0,3,3,3,3,3,3,0,3,2,2,2,1,1.0,1.0,1.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,87.5,87.5,0,ZU,0
Lucario,70,110,70,115,70,90,54.0,1.2,RU,DP,3,3,0,6,2,1,2,11,0,0,0,0,0,0,4,2,2,0,0,1,24,16,13,10,8,4,14,14,11,2.0,10,10,9,8,6,5,1,9,8,8,8,7,3.0,3.0,3.0,2.0,1.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,RU,3
Hippopotas,68,72,78,38,42,32,49.5,0.8,ZU,DP,0,3,0,2,0,1,1,3,2,0,0,0,0,0,2,0,0,1,1,2,13,11,6,4,2,1,6,6,6,2.0,4,3,2,2,2,1,0,3,3,3,3,2,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,14.285714285714285,0,ZU,0
Hippowdon,108,112,118,68,72,47,300.0,2.0,OU,DP,5,3,0,2,0,1,1,3,2,0,0,0,0,0,2,0,0,1,1,2,20,18,11,8,6,2,9,9,6,2.0,4,3,2,2,2,1,0,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,14.285714285714285,0,OU,5
Skorupi,40,50,90,30,55,65,12.0,0.8,ZU,DP,0,4,0,3,2,0,2,3,1,0,0,0,0,2,4,0,0,0,0,0,12,7,3,3,2,0,10,10,8,0.0,5,5,4,4,4,3,2,6,5,5,5,4,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,ZU,0
Drapion,70,90,110,60,75,95,61.5,1.3,NU,DP,2,1,0,4,0,1,2,7,1,0,0,0,0,2,4,0,1,0,0,0,21,15,8,6,3,1,13,13,9,1.0,6,6,5,4,4,3,2,6,5,5,5,5,1.0,1.0,1.0,1.0,1.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,NU,2
Croagunk,48,61,40,61,40,50,23.0,0.7,ZU,DP,0,2,1,5,1,0,2,3,0,0,0,0,0,2,4,2,2,0,0,4,22,14,10,7,3,1,12,11,10,3.0,6,5,5,5,5,4,2,7,6,6,6,4,2.0,2.0,2.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Toxicroak,83,106,65,86,65,85,44.4,1.3,NU,DP,2,2,1,5,1,0,2,3,0,0,0,0,0,2,4,2,2,0,0,4,24,16,12,9,4,2,12,11,10,3.0,6,5,5,5,5,4,2,7,6,6,6,5,3.0,3.0,3.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,PU,1
Mantyke,45,20,50,60,120,50,65.0,1.0,ZU,DP,0,1,1,5,0,1,2,6,0,0,0,0,0,0,3,0,0,0,0,5,6,6,4,3,2,1,5,5,5,0.0,8,7,6,5,5,4,3,6,5,4,4,2,2.0,2.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Snover,60,62,50,62,60,40,50.5,1.0,ZU,DP,0,6,1,4,0,0,2,-4,0,0,0,0,0,0,4,2,2,1,1,2,8,7,4,3,1,1,4,4,4,2.0,7,6,5,4,3,2,1,6,5,5,5,3,1.0,1.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,25.0,0,ZU,0
Abomasnow,90,92,75,92,85,60,135.5,2.2,ZU,DP,0,6,1,4,0,0,2,-4,0,0,0,0,0,0,4,2,2,1,1,2,18,13,9,7,3,2,8,8,8,4.0,10,9,8,7,6,5,2,7,7,7,7,6,4.0,4.0,3.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,25.0,0,ZU,0
Weavile,70,120,65,45,85,125,34.0,1.1,OU,DP,5,5,1,3,0,1,2,0,0,0,0,0,0,2,4,2,0,0,0,1,26,17,10,8,5,2,11,11,8,2.0,8,7,7,5,5,3,1,8,7,7,7,7,4.0,3.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,OU,5
Lickilicky,110,85,95,80,95,50,140.0,1.7,PU,DP,1,1,0,0,0,1,1,3,0,0,0,2,0,2,4,0,0,0,0,2,28,19,14,8,4,2,14,13,11,4.0,12,11,10,9,9,7,5,10,9,9,9,9,8.0,7.0,3.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0,ZU,0
Rhyperior,115,140,130,55,55,40,282.8,2.4,UU,DP,4,4,2,4,1,1,2,2,2,0,0,0,0,0,4,0,0,0,0,2,45,33,22,16,10,2,14,14,13,4.0,16,13,13,12,10,7,5,10,10,10,10,9,6.0,6.0,3.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,0.0,83.33333333333334,83.33333333333334,0,RU,3
Tangrowth,100,100,125,110,50,50,128.6,2.0,Uber,DP,6,5,0,4,0,0,1,-1,0,0,0,0,0,2,4,0,2,2,0,5,17,11,7,5,3,2,8,8,6,2.0,7,6,5,5,4,3,2,9,7,7,6,4,3.0,3.0,3.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,63.63636363636363,0,UU,4
Electivire,75,123,67,95,85,95,138.6,1.8,ZU,DP,0,1,0,3,0,0,1,2,0,0,0,0,3,0,2,1,0,0,0,2,23,15,11,6,2,1,10,10,9,2.0,7,7,6,6,6,5,3,6,5,5,5,5,3.0,3.0,3.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0,ZU,0
Magmortar,75,95,67,125,95,83,68.0,1.6,PU,DP,1,3,0,6,0,0,1,3,0,0,0,0,1,0,3,2,0,0,0,2,20,12,8,4,2,2,9,9,7,3.0,13,13,13,13,11,9,7,7,7,7,7,6,4.0,4.0,4.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Mamoswine,110,130,80,70,60,80,291.0,2.5,OU,DP,5,5,0,1,0,1,2,0,2,0,0,0,0,2,2,2,0,0,0,2,21,19,12,10,8,3,9,8,6,2.0,7,4,4,3,3,3,2,4,4,4,4,3,2.0,2.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571428571,85.71428571428571,0,UU,4
Porygon-Z,85,80,70,135,75,90,34.0,0.9,RU,DP,3,1,0,0,0,1,1,3,0,0,0,0,1,0,4,0,0,1,0,2,6,4,2,1,1,0,5,5,4,1.0,12,11,10,9,8,6,4,6,6,6,6,6,4.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,66.66666666666666,0,RU,3
Froslass,70,80,70,80,70,110,26.6,1.3,PU,DP,1,5,0,3,0,2,2,6,3,0,1,0,0,0,0,2,1,0,0,2,12,11,6,6,5,3,5,4,4,2.0,9,8,7,6,6,5,3,7,6,6,6,5,4.0,3.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,71.42857142857143,71.42857142857143,0,ZU,0
Rotom,50,50,77,95,77,91,0.3,0.3,PU,DP,1,3,0,5,0,2,2,10,0,1,1,0,3,0,4,2,0,0,0,2,4,3,2,2,2,1,3,3,2,1.0,9,9,8,8,7,4,1,7,6,5,5,5,2.0,1.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Uxie,75,75,130,75,130,95,0.3,0.3,PU,DP,1,3,0,2,0,0,1,-1,2,0,0,1,3,2,4,0,2,0,0,2,10,9,8,3,2,0,9,9,8,1.0,13,13,11,11,9,6,4,8,7,7,7,6,3.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,ZU,0
Mesprit,80,105,105,105,105,80,0.3,0.3,PU,DP,1,3,0,2,0,0,1,-1,2,0,0,1,3,2,4,0,2,0,0,2,9,8,7,2,1,0,8,8,7,1.0,15,15,13,12,10,7,5,9,8,8,8,7,4.0,4.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,PU,1
Azelf,75,125,70,125,70,115,0.3,0.3,UU,DP,4,3,0,2,0,0,1,-1,2,0,0,0,3,2,4,0,2,0,0,2,13,11,8,3,2,0,9,9,7,1.0,15,15,13,13,11,8,6,9,8,8,8,7,4.0,4.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,UU,4
Dialga,100,120,120,150,100,90,683.0,5.4,Uber,DP,6,2,0,8,1,1,2,12,2,0,0,0,0,0,3,0,0,0,0,2,18,15,11,10,5,2,9,9,6,2.0,16,15,15,13,10,8,6,9,9,9,9,9,6.0,6.0,4.0,2.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,Uber,6
Palkia,90,120,100,150,120,100,336.0,4.2,Uber,DP,6,2,0,1,2,0,2,3,0,0,0,0,0,0,3,0,0,0,0,2,20,17,12,11,5,2,10,10,6,3.0,17,16,15,14,12,9,6,9,9,9,9,9,7.0,7.0,3.0,1.0,1.0,3,1,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,Uber,6
Regigigas,110,160,110,80,110,100,420.0,3.7,ZU,DP,0,1,0,0,0,1,1,3,0,0,0,0,0,2,3,0,2,0,0,2,26,21,16,10,7,2,11,11,10,2.0,6,4,4,4,4,3,1,6,6,6,6,4,3.0,3.0,2.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ZU,0
Giratina,150,100,120,100,120,90,750.0,4.5,Uber,DP,6,5,0,6,0,2,2,9,0,1,1,0,0,0,3,2,0,0,0,2,15,11,8,8,4,3,11,11,8,3.0,14,12,12,12,10,7,3,12,12,12,12,9,4.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,65.21739130434783,65.21739130434783,0,Uber,6
Giratina-Origin,150,120,100,120,100,90,650.0,6.9,Uber,DP,6,5,0,6,0,2,2,9,0,1,1,0,0,0,3,2,0,0,0,2,15,11,8,8,4,3,11,11,8,3.0,14,12,12,12,10,7,3,12,12,12,12,9,4.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,Uber,6
Cresselia,120,70,120,75,130,85,85.6,1.5,RU,DP,3,3,0,2,0,0,1,-1,0,0,0,1,0,0,3,0,0,1,0,1,4,4,2,0,0,0,3,3,2,1.0,11,10,9,9,8,6,4,8,7,7,6,6,2.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,95.45454545454545,95.45454545454545,0,RU,3
Stoutland,85,110,90,45,90,80,61.0,1.2,PU,BW,1,1,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,5,15,12,8,6,4,1,13,12,8,2.0,6,6,6,5,4,2,1,6,5,5,5,4,2.0,2.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,66.66666666666666,0,ZU,0
Unfezant,80,115,80,65,55,93,29.0,1.2,PU,BW,1,3,0,2,0,2,2,7,0,1,0,1,3,0,3,1,0,1,0,3,3,3,2,2,1,1,4,4,2,2.0,3,3,3,3,3,2,1,3,3,3,3,3,2.0,2.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,ZU,0
Gigalith,85,135,130,60,80,25,260.0,1.7,NU,BW,2,5,0,4,0,0,1,-1,2,0,0,0,0,0,3,0,0,0,1,2,17,16,11,10,7,2,6,6,6,2.0,3,3,3,3,2,1,0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,57.14285714285714,0,PU,1
Seismitoad,105,95,75,85,75,74,62.0,1.5,UU,BW,4,0,1,4,0,1,2,6,2,0,0,0,0,2,2,0,2,0,0,5,17,11,8,6,4,2,10,10,9,3.0,13,11,9,9,7,6,4,7,6,6,6,5,3.0,3.0,2.0,1.0,1.0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,RU,3
Venipede,30,45,59,30,39,57,5.3,0.4,ZU,BW,0,4,0,3,2,0,2,3,3,0,0,0,0,0,5,0,0,0,0,1,7,5,2,1,1,0,7,6,3,2.0,3,3,2,2,2,2,1,4,4,4,3,1,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Whirlipede,40,55,99,40,79,47,58.5,1.2,ZU,BW,0,4,0,3,2,0,2,3,3,0,0,0,0,0,5,0,0,0,0,1,7,5,2,1,1,0,7,6,3,2.0,3,3,2,2,2,2,1,4,4,4,3,1,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,ZU,0
Scolipede,60,100,89,55,69,112,200.5,2.5,UU,BW,4,4,0,3,2,0,2,3,3,0,0,0,0,0,5,0,0,0,0,1,19,15,9,7,3,1,9,9,9,4.0,3,3,2,2,2,2,1,4,4,4,3,2,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0,UU,4
Cottonee,40,27,60,37,50,66,0.6,0.3,ZU,BW,0,4,1,6,0,1,2,4,0,1,0,0,0,2,3,3,2,0,0,5,4,3,1,1,0,0,2,2,1,0.0,3,3,3,3,2,1,1,4,4,4,4,3,1.0,0.0,0.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,87.5,87.5,0,ZU,0
Whimsicott,60,67,85,77,75,116,6.6,0.7,PU,BW,1,4,1,6,0,1,2,4,0,1,0,0,3,2,3,3,2,0,0,5,6,4,2,2,1,0,4,4,3,1.0,7,7,7,7,6,5,4,6,6,6,6,6,3.0,2.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,87.5,87.5,0,PU,1
Krookodile,95,117,80,65,70,92,96.3,1.5,UU,BW,4,6,0,4,0,2,2,6,2,0,0,0,0,2,3,0,0,0,0,0,36,27,17,13,6,3,13,13,8,3.0,8,8,8,7,5,3,1,7,7,7,7,6,2.0,2.0,2.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,75.0,75.0,0,UU,4
Gothita,45,30,50,55,65,45,5.8,0.4,ZU,BW,0,3,0,2,0,0,1,-1,0,0,2,1,0,0,4,1,0,0,0,1,7,5,3,2,1,0,4,4,3,0.0,10,10,9,9,8,5,3,6,6,6,6,6,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,83.33333333333334,83.33333333333334,0,ZU,0
Gothorita,60,45,70,75,85,55,18.0,0.7,ZU,BW,0,3,0,2,0,0,1,-1,0,0,2,1,0,0,4,1,0,0,0,1,7,5,3,2,1,0,4,4,3,0.0,10,10,9,9,8,5,3,6,6,6,6,6,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,83.33333333333334,83.33333333333334,0,ZU,0
Gothitelle,70,55,95,95,110,65,44.0,1.5,PU,BW,1,3,0,2,0,0,1,-1,0,0,2,1,0,0,4,1,0,0,0,1,8,5,3,2,1,0,5,5,5,1.0,10,10,9,9,8,5,3,6,6,6,6,6,2.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,0.0,83.33333333333334,83.33333333333334,0,ZU,0
Ferrothorn,74,94,131,54,116,20,110.0,1.0,Uber,BW,6,1,1,8,1,1,2,11,3,0,0,0,0,2,4,0,2,0,0,2,17,13,9,7,6,1,11,9,5,3.0,6,6,6,5,3,1,1,5,5,4,4,4,3.0,3.0,2.0,2.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,80.0,0,OU,5
Klink,40,55,70,45,60,30,21.0,0.3,ZU,BW,0,3,0,10,0,1,1,11,0,0,0,0,3,0,4,0,0,0,0,2,3,3,1,1,0,0,5,5,2,1.0,5,5,5,4,3,2,1,4,4,4,4,4,3.0,3.0,3.0,2.0,1.0,3,1,1.0,1.0,0.0,0.0,0.0,0.0,64.28571428571429,64.28571428571429,0,ZU,0
Litwick,50,30,55,65,55,20,3.1,0.3,ZU,BW,0,5,0,6,1,2,2,11,0,0,1,0,0,0,3,0,0,0,0,1,4,2,1,1,1,1,4,4,1,1.0,14,14,14,14,12,8,5,8,8,8,7,5,2.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,77.77777777777779,77.77777777777779,0,ZU,0
Lampent,60,40,60,95,60,55,13.0,0.6,ZU,BW,0,5,0,6,1,2,2,11,0,0,1,0,0,0,3,0,0,0,0,1,4,2,1,1,1,1,4,4,1,1.0,14,14,14,14,12,8,5,8,8,8,7,5,2.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,77.77777777777779,77.77777777777779,0,ZU,0
Chandelure,60,55,90,145,90,80,34.3,1.0,UU,BW,4,5,0,6,1,2,2,11,0,0,1,0,0,0,3,0,0,0,0,1,4,2,1,1,1,1,4,4,2,2.0,14,14,14,14,12,8,5,8,8,8,7,6,3.0,2.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,0.0,0.0,77.77777777777779,77.77777777777779,0,RU,3
Rufflet,70,83,50,37,50,60,10.5,0.5,ZU,BW,0,3,0,2,0,2,2,7,0,1,0,0,3,0,3,0,0,1,0,3,12,11,6,5,2,2,8,8,5,3.0,3,3,3,3,3,2,1,3,3,3,3,2,1.0,1.0,0.0,0.0,0.0,2,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0,ZU,0
Larvesta,55,85,55,50,55,60,28.8,1.1,ZU,BW,0,2,1,5,1,0,2,3,0,0,0,0,3,0,3,0,2,1,0,1,7,7,4,2,1,1,6,6,4,2.0,6,6,6,6,6,5,5,5,4,4,4,3,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,ZU,0
Volcarona,85,60,65,135,105,100,46.0,1.6,OU,BW,5,2,1,5,1,0,2,3,0,1,0,0,3,0,5,0,2,1,0,3,9,9,6,4,2,1,7,7,6,2.0,9,9,9,9,8,7,7,6,5,5,5,5,3.0,3.0,2.0,1.0,1.0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0,OU,5
Roggenrola,55,75,85,25,25,15,18.0,0.4,ZU,BW,0,5,0,4,0,0,1,-1,2,0,0,0,0,0,3,0,0,0,0,2,12,11,7,7,6,2,4,4,4,1.0,2,2,2,2,1,1,0,3,3,3,3,2,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,ZU,0
Boldore,70,105,105,50,40,20,102.0,0.9,ZU,BW,0,5,0,4,0,0,1,-1,2,0,0,0,0,0,3,0,0,0,0,2,13,12,8,7,6,2,4,4,4,1.0,3,3,3,3,2,1,0,4,4,4,4,3,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,ZU,0
Woobat,65,45,43,55,43,72,2.1,0.4,ZU,BW,0,5,0,2,1,1,2,3,0,1,0,0,3,2,4,0,2,1,0,1,10,8,6,1,0,0,5,5,2,0.0,8,8,8,8,8,5,2,7,7,7,7,5,1.0,1.0,1.0,0.0,0.0,3,0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,1,ZU,0
Crustle,70,105,125,65,75,45,200.0,1.4,PU,BW,1,3,0,2,0,0,2,-1,3,0,0,0,0,2,5,0,0,0,0,2,17,15,9,8,6,2,9,9,6,1.0,0,0,0,0,0,0,0,2,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,57.14285714285714,57.14285714285714,0,ZU,0
Vanillite,36,50,50,65,60,44,5.7,0.4,ZU,BW,0,4,0,1,0,0,1,-3,0,0,0,0,0,0,3,2,0,0,0,2,6,6,3,3,3,1,3,2,2,1.0,6,5,4,3,1,1,1,4,4,4,4,3,1.0,1.0,0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0,ZU,0
Vanillish,51,65,65,80,75,59,41.0,1.1,ZU,BW,0,4,0,1,0,0,1,-3,0,0,0,0,0,0,3,2,0,0,0,2,6,6,3,3,3,1,3,2,2,1.0,6,5,4,3,1,1,1,4,4,4,4,3,1.0,1.0,0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0,ZU,0
Vanilluxe,71,95,85,110,95,79,57.5,1.3,ZU,BW,0,4,0,1,0,0,1,-3,0,0,0,0,0,0,3,2,0,0,1,2,7,7,3,3,3,1,3,2,2,1.0,7,6,5,4,2,2,2,4,4,4,4,3,2.0,2.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,40.0,0,ZU,0
Cubchoo,55,70,40,60,40,40,8.5,0.5,ZU,BW,0,4,0,1,0,0,1,-3,0,0,0,0,0,0,2,0,0,0,0,5,13,10,4,3,1,0,9,9,5,2.0,6,5,4,3,2,1,1,3,3,3,3,2,1.0,1.0,0.0,0.0,0.0,2,0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,16.666666666666664,0,ZU,0
